ID,cityID,pet,rent,space,lat,lng,label,floor,unit,transport,twd97,food:avgcost,tag:pet,tag:transport,tag:capital,tag:home,tag:sport,tag:culture,tag:safe,tag:food
16000,244,N,24000,24.3,25.083563,121.37755700000001,套,15,987.6543209876544,1,"(288084.96334943606, 2775086.4022348346)",288.0769230769231,False,False,False,False,True,True,True,True
16001,104,N,24000,14.63,25.0514342,121.53702240000001,套,10,1640.4647983595348,3,"(304184.9629003481, 2771582.05359637)",306.4684684684685,False,True,False,False,True,True,True,True
16002,110,N,10000,7.0,25.0383663,121.5842285,套,2,1428.571428571429,3,"(308954.3565674143, 2770154.307190333)",92.66666666666667,False,True,False,False,False,True,True,False
16003,235,N,21000,28.0,24.996594299999998,121.4923272,套,2,750.0,2,"(299697.2709541126, 2765490.56865922)",210.8421052631579,False,True,False,False,True,True,True,True
16004,242,N,24000,43.0,25.0304337,121.4129162,套,16,558.1395348837209,2,"(291669.7198721159, 2769211.9919941844)",58.6,False,True,False,False,True,True,True,False
16005,234,N,25000,40.0,25.012393,121.50881000000001,套,1,625.0,3,"(301354.56284221285, 2767246.6497014817)",131.3421052631579,False,True,False,False,True,True,False,True
16006,242,N,12000,32.0,25.054899,121.45090800000001,套,5,375.0,2,"(295494.70979477954, 2771934.11128131)",210.4,False,True,False,False,False,True,True,True
16007,116,N,5200,3.0,24.988941,121.57436100000001,套,4,1733.333333333333,2,"(307981.8138503324, 2764675.4225361208)",126.76119402985074,False,False,True,False,False,False,False,False
16008,100,N,48000,34.41,25.035139899999997,121.528107,套,4,1394.9433304272015,3,"(303292.4344774748, 2769773.666774861)",247.72277227722773,False,True,False,False,True,True,True,True
16009,115,N,9500,8.0,25.0534134,121.6125412,套,2,1187.5,3,"(311803.909295004, 2771833.652066127)",182.15,False,True,False,False,False,False,False,False
16010,220,N,8500,5.0,25.022577399999996,121.4790402,套,5,1700.0,2,"(298345.8399297485, 2768363.768128766)",218.0,False,False,True,False,True,False,False,False
16011,111,Y,6000,4.0,25.104544,121.53629199999999,套,2,1500.0,2,"(304087.9257169164, 2777464.526822761)",0.0,True,False,True,False,False,False,False,False
16012,114,Y,62000,56.29,25.0697163,121.58795090000001,套,6,1101.4389767276602,2,"(309314.9009970396, 2773628.459500642)",137.10526315789474,True,False,False,False,False,False,False,False
16013,242,Y,32000,55.91,25.053466699999998,121.4431439,套,12,572.348417098909,2,"(294711.85440154036, 2771772.874539995)",228.6153846153846,True,False,False,False,False,False,False,False
16014,235,N,6200,5.0,25.001262,121.466778,套,4,1240.0,2,"(297116.4252013549, 2765998.460814446)",108.0,False,False,True,False,True,False,False,False
16015,104,N,12000,7.0,25.048160600000003,121.52825159999998,套,7,1714.2857142857142,3,"(303301.398129763, 2771215.9676743294)",561.5970149253732,False,True,False,False,True,True,True,True
16016,111,Y,9500,4.0,25.08803,121.524882,套,3,2375.0,3,"(302944.2525906437, 2775630.8116169916)",107.20743034055728,True,True,False,False,False,False,True,False
16017,111,N,9500,5.0,25.08803,121.524882,套,2,1900.0,3,"(302944.2525906437, 2775630.8116169916)",107.20743034055728,False,True,False,False,False,False,True,False
16018,112,N,24000,31.0,25.130031,121.503105,套,4,774.1935483870967,3,"(300730.2588189818, 2780274.746455619)",110.9423076923077,False,True,False,False,False,False,False,False
16019,104,N,38000,20.14,25.050289399999997,121.5262304,套,7,1886.7924528301885,3,"(303096.5352672037, 2771450.9708067463)",460.48295454545456,False,True,False,False,True,True,True,True
16020,251,N,16000,27.38,25.1861973,121.43123440000001,套,6,584.3681519357195,1,"(293463.2327830046, 2786470.978523285)",0.0,False,False,False,False,True,False,True,False
16021,111,N,17500,30.0,25.1088963,121.5333023,套,6,583.3333333333334,2,"(303784.4887909698, 2777945.4216811173)",190.27777777777777,False,True,False,False,False,True,True,True
16022,241,N,8000,10.0,25.075481,121.496407,套,4,800.0,3,"(300077.06915699365, 2774229.9581727227)",80.0,False,False,True,False,True,False,False,False
16023,220,N,33000,43.82,25.030794,121.47658200000001,套,9,753.0807850296668,3,"(298094.54643323075, 2769273.002106269)",152.4516129032258,False,True,False,False,True,True,False,True
16024,251,N,16000,22.73,25.182242000000002,121.44558799999999,套,14,703.9155301363837,2,"(294911.3710903068, 2786037.5738620088)",185.44444444444446,False,True,False,False,True,False,False,True
16025,242,N,11000,7.0,25.032711,121.450019,套,3,1571.428571428571,3,"(295413.18365940993, 2769476.166153346)",115.53731343283582,False,True,False,False,True,False,False,True
16026,242,N,5400,4.0,25.0330505,121.43266299999999,套,3,1350.0,3,"(293661.57946305006, 2769508.061829806)",126.67924528301887,False,False,True,False,False,False,False,False
16027,116,N,20000,15.0,25.002754,121.552824,套,6,1333.3333333333333,3,"(305801.3684362445, 2766196.3856967976)",158.16666666666666,False,True,False,False,False,False,True,False
16028,251,N,21000,37.0,25.1831991,121.4514331,套,13,567.5675675675676,2,"(295500.1583723259, 2786145.5510702594)",180.0,False,True,False,False,True,False,False,True
16029,241,Y,10000,7.0,25.0633106,121.48749540000001,套,2,1428.571428571429,3,"(299182.9213073181, 2772878.627073664)",123.29629629629629,True,False,False,False,True,False,False,True
16030,234,N,4500,2.8,25.0108736,121.5161614,套,2,1607.1428571428573,3,"(302097.19891948556, 2767081.159746126)",166.72477064220183,False,False,True,False,True,False,False,True
16031,220,N,7000,6.0,25.022645,121.462029,套,3,1166.6666666666667,3,"(296628.98040965456, 2768365.292019173)",174.76666666666668,False,False,True,False,True,False,False,True
16033,114,N,60000,74.73,25.073188199999997,121.60484280000001,套,5,802.8904054596547,3,"(311017.3451504254, 2774020.547523832)",299.0,False,True,False,False,False,False,False,True
16034,220,Y,16800,31.0,24.988243,121.42998,套,2,541.9354838709677,2,"(293406.57222726115, 2764544.14207258)",186.16666666666666,True,False,False,False,False,False,False,False
16035,235,N,11500,6.0,24.9973965,121.5079956,套,2,1916.666666666667,3,"(301278.5888739778, 2765585.2584884437)",214.48275862068965,False,True,False,False,True,False,False,True
16036,110,N,70000,40.13,25.049573600000002,121.5701136,套,10,1744.3309244953898,3,"(307524.76561367535, 2771389.6222661054)",200.41176470588235,False,True,False,False,False,True,True,True
16037,114,N,35000,39.96,25.065677700000002,121.5926027,套,10,875.8758758758759,2,"(309786.1648352931, 2773183.166057848)",215.85714285714286,False,True,False,False,False,False,True,False
16038,115,N,5800,5.0,25.0403432,121.6218513,套,5,1160.0,2,"(312749.9517235769, 2770390.194134449)",67.0,False,False,True,False,False,False,False,False
16039,106,N,6900,5.0,25.028001100000004,121.5559259,套,2,1380.0,3,"(306103.0025282699, 2768994.171605355)",167.48554913294797,False,True,True,False,False,True,True,True
16040,110,N,55000,36.6,25.043488600000003,121.5628517,套,3,1502.7322404371585,3,"(306794.8239286643, 2770712.54393161)",265.30434782608694,False,True,False,False,False,True,True,True
16041,207,Y,3500,6.0,25.1752288,121.68451780000001,套,3,583.3333333333334,0,"(318997.96043941274, 2785361.7859694995)",246.33333333333334,True,False,True,False,False,False,False,False
16042,110,N,38500,13.77,25.046747399999997,121.56997539999999,套,8,2795.9331880900513,3,"(307512.1393864733, 2771076.516463269)",195.91666666666666,False,True,False,False,False,True,True,True
16043,220,N,9000,5.0,24.9922702,121.4515383,套,2,1800.0,3,"(295581.43051259656, 2764997.282898472)",81.5,False,True,False,False,True,False,False,True
16044,242,N,9800,20.0,25.0449952,121.4431071,套,4,490.0,2,"(294711.2139333848, 2770834.5193748376)",136.16666666666666,False,True,False,False,True,False,True,True
16045,115,Y,33000,35.9,25.057503699999998,121.59283400000001,套,13,919.2200557103064,3,"(309813.4690545178, 2772277.8625153317)",80.0,True,False,False,False,False,False,False,False
16046,111,N,15000,5.0,25.0857389,121.5119071,套,3,3000.0,2,"(301636.4277501619, 2775372.014683017)",112.22222222222223,False,True,False,False,False,False,True,False
16047,247,N,4500,5.0,25.0876694,121.4703827,套,5,900.0,3,"(297447.0247241055, 2775570.624084979)",224.11111111111111,False,False,True,False,True,False,False,False
16048,241,N,10500,7.0,25.075211,121.479633,套,5,1500.0,3,"(298385.00403751666, 2774193.9428858175)",136.08333333333334,False,True,False,False,True,False,False,False
16049,247,N,11500,7.0,25.082320000000003,121.46038300000001,套,6,1642.857142857143,2,"(296440.3695621313, 2774974.621838484)",211.98275862068965,False,True,False,False,True,False,True,True
16050,110,N,65000,36.26,25.0183496,121.5722367,套,7,1792.6089354660785,2,"(307753.6092575535, 2767931.9725001473)",0.0,False,True,False,False,False,True,True,False
16051,242,N,33000,24.0,25.057057999999998,121.45858700000001,套,7,1375.0,2,"(296268.6883814842, 2772175.8570083827)",0.0,False,True,False,False,False,True,True,False
16052,104,N,45000,13.0,25.050127300000003,121.533165,套,4,3461.5384615384614,3,"(303796.3186376621, 2771435.7547600614)",293.99328859060404,False,True,False,False,True,True,True,True
16053,242,N,6000,4.5,25.0321835,121.43239969999999,套,3,1333.3333333333333,3,"(293635.31525468477, 2769411.9442746644)",126.5909090909091,False,False,True,False,False,False,False,False
16054,251,Y,18000,26.0,25.1822243,121.44557379999999,套,7,692.3076923076923,2,"(294909.9463236711, 2786035.608555579)",185.44444444444446,True,False,False,False,False,False,False,False
16055,241,N,6500,6.0,25.0654591,121.4831761,套,5,1083.3333333333333,2,"(298746.2945601363, 2773115.0425849617)",149.06060606060606,False,False,True,False,True,False,False,False
16056,110,Y,46000,27.0,25.0417195,121.56875249999999,套,2,1703.7037037037037,3,"(307391.0829936087, 2770519.0769726797)",263.3469387755102,True,True,False,False,False,True,True,True
16057,115,N,15000,7.0,25.053369500000002,121.6150894,套,4,2142.8571428571427,3,"(312061.04491694656, 2771829.95587331)",171.3658536585366,False,True,False,False,False,False,False,False
16058,220,N,18000,30.35,25.030772,121.46355600000001,套,4,593.0807248764415,2,"(296780.00969531166, 2769266.002050083)",152.42857142857142,False,True,False,False,True,True,True,True
16060,110,Y,55000,27.69,25.0451884,121.5685114,套,11,1986.276634163958,3,"(307365.1398867055, 2770903.210872642)",168.88372093023256,True,True,False,False,False,True,True,True
16061,242,N,28000,25.87,25.0541902,121.4537655,套,7,1082.3347506764592,2,"(295783.2866541215, 2771856.5650915587)",226.46153846153845,False,True,False,False,False,True,True,True
16062,116,N,6500,5.0,24.9820039,121.562502,套,3,1300.0,2,"(306787.8076235218, 2763902.016633597)",193.47826086956522,False,False,True,False,False,False,False,False
16063,241,Y,22000,38.0,25.0806833,121.4828903,套,2,578.9473684210526,3,"(298711.43760365056, 2774801.254759054)",208.19230769230768,True,False,False,False,True,False,False,False
16064,106,Y,9200,7.0,25.024523000000002,121.529206,套,3,1314.2857142857142,3,"(303407.9346832866, 2768598.1156226234)",161.09602649006624,True,True,False,False,True,True,True,True
16065,220,N,6800,6.0,25.022451,121.482229,套,4,1133.3333333333333,2,"(298667.71570876514, 2768350.9094013525)",145.85714285714286,False,False,True,False,True,False,False,False
16067,106,N,8200,5.0,25.033000100000002,121.5447119,套,2,1640.0,3,"(304969.0569886169, 2769543.2895125006)",236.52173913043478,False,True,True,False,True,True,True,True
16068,104,N,13000,10.0,25.062538699999998,121.525526,套,6,1300.0,3,"(303020.18951593555, 2772807.4963645544)",273.35714285714283,False,True,False,False,False,True,True,True
16069,235,N,48000,37.42,25.011854800000002,121.48856609999999,套,19,1282.7365045430251,2,"(299311.51354013366, 2767179.5166503005)",0.0,False,True,False,False,True,True,True,False
16070,242,N,13800,20.0,25.022685,121.42398899999999,套,4,690.0,3,"(292789.83892600186, 2768357.1666955533)",153.67088607594937,False,True,False,False,False,False,False,True
16071,116,N,7500,5.0,24.994347,121.56085900000001,套,5,1500.0,3,"(306616.2802593232, 2765268.514190887)",168.11111111111111,False,False,True,False,False,False,False,False
16072,115,N,33000,26.22,25.062182500000002,121.61333,套,2,1258.5812356979407,3,"(311879.09532835364, 2772805.3374978877)",75.0,False,True,False,False,False,False,False,False
16073,112,N,90000,59.11,25.113906,121.521612,套,10,1522.5850109964474,3,"(302603.3360126676, 2778495.7224220117)",212.6875,False,True,False,False,False,False,False,False
16074,235,N,11000,8.0,25.003151000000003,121.49156200000002,套,2,1375.0,1,"(299617.39440950303, 2766216.53764236)",390.55555555555554,False,True,False,False,True,True,True,False
16075,108,N,47000,19.41,25.0465562,121.5083098,套,11,2421.432251416795,3,"(301289.87259469135, 2771030.549328984)",203.08629441624365,False,True,False,False,True,True,True,True
16076,110,N,68000,51.62,25.038094,121.57275,套,4,1317.31886865556,3,"(307796.1663335165, 2770119.195831279)",264.36,False,True,False,False,False,True,True,False
16077,100,N,12000,6.0,25.0257721,121.51829529999999,套,4,2000.0,3,"(302306.2681736729, 2768732.214359805)",183.95833333333334,False,True,False,False,True,True,True,True
16078,100,Y,55000,45.54,25.0449563,121.5336104,套,1,1207.729468599034,3,"(303843.51878065435, 2770863.162887763)",163.09638554216866,True,True,False,False,True,True,True,True
16079,231,Y,20800,30.79,24.9590729,121.509,套,11,675.5440077947386,2,"(301395.9022769781, 2761340.7513736035)",123.26315789473684,True,False,False,False,False,False,False,False
16080,111,N,68000,65.99,25.113923,121.528516,套,3,1030.4591604788602,2,"(303299.59334440663, 2778500.313594633)",241.21686746987953,False,True,False,False,False,True,True,True
16081,106,N,8000,5.0,25.029501899999996,121.556522,套,1,1600.0,3,"(306162.47789753205, 2769160.6557228244)",166.78995433789953,False,True,True,False,False,True,True,True
16082,104,N,20000,7.63,25.0516008,121.53278300000001,套,7,2621.2319790301444,3,"(303757.1314981389, 2771598.8161429954)",270.93087557603684,False,True,False,False,True,True,True,True
16083,111,Y,15000,8.0,25.088552800000002,121.52346609999998,套,8,1875.0,3,"(302801.2054584864, 2775688.166100133)",100.42490842490842,True,True,False,False,False,False,True,False
16084,242,N,8000,6.0,25.0418656,121.4451656,套,2,1333.3333333333333,2,"(294920.0673319829, 2770488.5520576434)",161.27835051546393,False,False,True,False,True,False,False,False
16085,220,N,4500,5.0,25.021769,121.47866599999999,套,5,900.0,2,"(298308.39065008075, 2768274.0924881995)",193.89473684210526,False,False,True,False,True,False,False,False
16086,104,N,20000,7.63,25.0516008,121.53278300000001,套,7,2621.2319790301444,3,"(303757.1314981389, 2771598.8161429954)",270.93087557603684,False,True,False,False,True,True,True,True
16087,251,N,6500,10.24,25.1727522,121.4523983,套,9,634.765625,2,"(295601.329811081, 2784988.7091119406)",120.27083333333333,False,False,True,False,False,False,False,False
16088,221,N,21500,25.31,25.0710052,121.63193229999999,套,6,849.4666139865666,2,"(313751.3700609403, 2773791.2427747007)",184.05,False,True,False,False,False,False,False,True
16089,251,N,4500,5.0,25.1728056,121.45246270000001,套,12,900.0,2,"(295607.8014896697, 2784994.645852561)",120.27083333333333,False,False,True,False,False,False,False,False
16090,247,N,8500,7.0,25.079969000000002,121.4718713,套,1,1214.2857142857142,3,"(297600.15856152633, 2774718.2090973477)",78.52,False,False,True,False,True,False,False,False
16091,251,Y,5000,6.0,25.171259,121.45138500000002,套,5,833.3333333333335,3,"(295499.742984258, 2784822.9697843115)",188.35,True,False,True,False,False,False,False,False
16093,251,N,6700,5.0,25.173876899999996,121.4520027,套,6,1340.0,2,"(295561.03511613497, 2785113.1544496575)",121.02127659574468,False,False,True,False,False,False,False,False
16094,251,Y,25000,46.81,25.1915409,121.4437669,套,5,534.0739158299508,2,"(294724.42266245966, 2787066.976467358)",0.0,True,False,False,False,False,False,False,False
16095,251,N,6800,5.0,25.173876899999996,121.4520027,套,6,1360.0,2,"(295561.03511613497, 2785113.1544496575)",121.02127659574468,False,False,True,False,False,False,False,False
16096,238,Y,3000,5.0,24.991498999999997,121.41909620000001,套,4,600.0,2,"(292306.7229941034, 2764901.349121532)",126.91666666666667,True,False,True,False,False,False,False,False
16097,244,Y,20000,32.93,25.076272699999997,121.38335390000002,套,8,607.3489219556635,1,"(288672.0045583515, 2774280.5411986783)",201.0,True,False,False,False,False,False,False,False
16098,106,N,27000,15.14,25.0349197,121.5249634,套,9,1783.35535006605,3,"(302975.2957294309, 2769748.042532565)",177.4126984126984,False,True,False,False,True,True,True,True
16099,112,N,29000,21.42,25.137071600000002,121.50551609999998,套,5,1353.874883286648,3,"(300970.462037861, 2781055.51842332)",257.1304347826087,False,True,False,False,False,False,False,False
16100,112,N,18000,22.6,25.138183899999998,121.51191200000001,套,4,796.4601769911503,1,"(301614.8947998551, 2781181.156574535)",504.6666666666667,False,True,False,False,False,False,True,True
16101,106,N,11000,8.0,25.041954999999998,121.55541399999998,套,6,1375.0,3,"(306045.0009653008, 2770539.5730499006)",356.56529850746267,False,True,False,False,True,True,True,True
16102,100,N,17000,7.0,25.0279446,121.52150729999998,套,2,2428.5714285714284,3,"(302629.50179374625, 2768974.096037953)",195.62937062937064,False,True,False,False,True,True,True,True
16103,112,N,29000,16.0,25.1329037,121.50026880000001,套,12,1812.5,3,"(300443.0878156972, 2780591.881865529)",123.82692307692308,False,True,False,False,False,False,False,False
16105,242,N,21000,37.0,25.043770499999997,121.4381719,套,5,567.5675675675676,2,"(294213.666094634, 2770697.2447034824)",481.0,False,True,False,False,True,True,True,False
16106,242,N,4800,4.5,25.0211887,121.42668909999998,套,4,1066.6666666666667,2,"(293062.8638588742, 2768192.2860144596)",152.10416666666666,False,False,True,False,False,False,False,False
16107,105,Y,23000,15.0,25.051316,121.55825700000001,套,3,1533.333333333333,3,"(306327.6074034148, 2771577.6328381444)",252.71186440677965,True,True,False,False,False,True,True,True
16108,104,N,18800,11.43,25.0572472,121.52635190000001,套,2,1644.7944006999123,3,"(303105.7965898964, 2772221.7035802663)",311.0851063829787,False,True,False,False,True,True,True,True
16109,231,Y,6000,6.0,24.9687538,121.53854369999999,套,5,1000.0,3,"(304374.8572411246, 2762424.55882431)",189.02631578947367,True,False,True,False,False,False,False,False
16110,115,N,7000,5.0,25.0447859,121.59294299999999,套,13,1400.0,3,"(309830.6398879603, 2770869.2057660804)",0.0,False,False,True,False,False,False,False,False
16111,104,Y,27000,18.0,25.067659,121.54146000000001,套,2,1500.0,2,"(304625.52659999894, 2773380.992437427)",141.46666666666667,True,False,False,False,False,False,True,False
16112,115,N,46800,52.0,25.0599372,121.6137122,套,2,900.0,3,"(311918.78503285896, 2772556.807670857)",395.27272727272725,False,True,False,False,False,False,False,True
16113,110,N,18800,9.16,25.032668700000002,121.5585991,套,3,2052.401746724891,3,"(306370.64968030446, 2769512.291522484)",276.5584415584416,False,True,False,False,False,True,True,True
16114,104,N,13000,10.0,25.066533,121.5265131,套,7,1300.0,3,"(303118.05717375415, 2773250.3154798085)",326.8987341772152,False,True,False,False,False,True,True,True
16115,251,N,8300,6.0,25.177008100000002,121.4396561,套,5,1383.333333333333,2,"(294315.372624002, 2785455.8672819077)",159.26666666666668,False,False,True,False,True,False,False,False
16116,111,N,7500,5.0,25.0834195,121.5215825,套,2,1500.0,3,"(302613.4009050783, 2775118.8359927577)",159.09375,False,True,True,False,False,False,True,False
16117,108,Y,18000,38.0,25.0298503,121.50234070000002,套,5,473.68421052631584,3,"(300694.43016586284, 2769177.8691875455)",98.64285714285714,True,True,False,False,False,True,True,True
16118,103,N,8500,6.0,25.058176,121.5193405,套,5,1416.666666666667,3,"(302397.98020267155, 2772321.848544934)",156.51592356687897,False,True,True,False,True,True,True,True
16119,104,N,35000,33.55,25.065794399999998,121.5330362,套,2,1043.2190760059614,3,"(303776.4844664701, 2773171.081920949)",273.55555555555554,False,True,False,False,False,True,True,True
16121,247,Y,23800,36.18,25.0835664,121.47286319999999,套,6,657.8220011055832,3,"(297698.8241446358, 2775117.026448421)",118.375,True,False,False,False,True,False,False,False
16122,236,N,23000,26.65,24.977740700000002,121.44322509999999,套,3,863.0393996247657,3,"(294747.48560205795, 2763385.1726878197)",188.73684210526315,False,True,False,False,True,False,True,True
16123,220,N,11500,10.0,25.018805,121.465598,套,2,1150.0,3,"(296990.6387188698, 2767941.1897540824)",218.33695652173913,False,True,False,False,True,True,False,True
16124,108,Y,15000,9.0,25.040631,121.505155,套,3,1666.666666666667,3,"(300973.9886470549, 2770373.0511903274)",205.2164948453608,True,True,False,False,False,True,True,True
16125,104,N,40000,22.83,25.055216199999997,121.52435530000001,套,12,1752.0805957074026,3,"(302905.2197583988, 2771995.9562421725)",369.47027027027025,False,True,False,False,True,True,True,True
16126,106,N,120000,62.43,25.0416217,121.5485997,套,10,1922.1528111484865,3,"(305357.528318001, 2770499.8505992536)",358.48790322580646,False,True,False,False,True,True,True,True
16127,221,N,17500,22.22,25.0616244,121.65534950000001,套,10,787.5787578757877,2,"(316118.8736255975, 2772763.4014573265)",173.5909090909091,False,True,False,False,True,False,False,True
16128,116,N,5500,5.0,25.005163,121.543912,套,4,1100.0,3,"(304900.7138742246, 2766459.5796876196)",0.0,False,False,True,False,False,False,False,False
16129,235,N,17000,8.0,24.9932008,121.5053207,套,4,2125.0,3,"(301010.3038966806, 2765119.5147363506)",153.3111111111111,False,True,False,False,True,False,False,True
16130,104,Y,88000,90.3,25.052806600000004,121.53907079999999,套,6,974.52934662237,3,"(304391.04247080884, 2771734.890384106)",307.7752808988764,True,True,False,False,False,True,True,True
16131,106,N,16000,7.0,25.0293353,121.53045870000001,套,2,2285.714285714286,3,"(303532.2728269897, 2769131.6459275787)",273.82307692307694,False,True,False,False,True,True,True,True
16132,112,N,30000,21.08,25.108975,121.515597,套,6,1423.1499051233395,3,"(301998.81280417636, 2777947.2031034697)",149.77777777777777,False,True,False,False,False,False,True,False
16133,242,N,29000,53.24,25.0534842,121.4469731,套,7,544.7032306536438,2,"(295098.20752260933, 2771776.0838233163)",221.6,False,True,False,False,False,True,True,True
16134,106,Y,39999,24.0,25.044388,121.5396,套,2,1666.625,3,"(304448.15689439065, 2770802.6110557145)",351.96774193548384,True,True,False,False,True,True,True,True
16135,236,N,9500,16.29,24.9782649,121.443651,套,4,583.1798649478208,3,"(294790.29467167286, 2763443.3755121534)",182.41176470588235,False,True,False,False,True,False,True,True
16136,114,N,55000,53.67,25.073909,121.60275,套,3,1024.7810694987888,3,"(310805.85971453757, 2774099.445369495)",312.44444444444446,False,True,False,False,False,False,False,False
16137,104,Y,14500,7.0,25.067659,121.54146000000001,套,5,2071.428571428572,2,"(304625.52659999894, 2773380.992437427)",141.46666666666667,True,False,False,False,False,False,True,False
16138,220,N,11500,7.2,25.026241,121.469049,套,2,1597.2222222222224,3,"(297336.08503103204, 2768766.0363695957)",169.4018691588785,False,True,False,False,True,True,False,True
16139,110,Y,26000,20.0,25.032510100000003,121.5651731,套,3,1300.0,3,"(307034.1475908059, 2769497.4770955825)",278.2980769230769,True,True,False,False,False,True,True,True
16140,242,N,29000,53.24,25.0534842,121.4469731,套,7,544.7032306536438,2,"(295098.20752260933, 2771776.0838233163)",221.6,False,True,False,False,False,True,True,True
16141,251,N,7800,7.0,25.176998,121.45766270000001,套,11,1114.2857142857142,1,"(296130.38565475756, 2785460.7949253893)",112.0,False,False,True,False,False,False,False,False
16142,115,N,24000,20.57,25.0479355,121.5804825,套,3,1166.747690811862,3,"(308571.7943985476, 2771212.6242348636)",185.046875,False,True,False,False,False,True,True,False
16143,220,Y,27000,25.74,25.031069199999997,121.47851499999999,套,11,1048.951048951049,3,"(298289.51144846255, 2769304.1725093494)",125.92592592592592,True,False,False,False,True,False,False,True
16144,110,N,55000,27.69,25.046725199999997,121.56995320000001,套,11,1986.276634163958,3,"(307509.90965172, 2771074.0480226907)",183.84615384615384,False,True,False,False,False,True,True,True
16145,242,N,12800,12.0,25.0292,121.413754,套,4,1066.6666666666667,2,"(291754.68549111753, 2769075.6003669878)",65.625,False,True,False,False,True,True,True,False
16146,110,N,9500,7.0,25.0266037,121.56477360000001,套,4,1357.142857142857,3,"(306996.5599048521, 2768843.082179987)",142.82926829268294,False,True,False,False,False,True,True,True
16147,106,N,13000,10.0,25.041954999999998,121.55541399999998,套,6,1300.0,3,"(306045.0009653008, 2770539.5730499006)",356.56529850746267,False,True,False,False,True,True,True,True
16148,104,N,45000,27.7,25.0622402,121.54491540000001,套,7,1624.5487364620942,3,"(304976.55194720376, 2772782.1738845888)",220.21621621621622,False,True,False,False,False,True,True,True
16149,100,N,32980,21.23,25.0268488,121.51632859999998,套,5,1553.4620819594913,3,"(302107.33102142107, 2768850.717044692)",164.45,False,True,False,False,False,True,True,True
16150,104,N,30000,26.5,25.0647163,121.5273361,套,5,1132.0754716981132,3,"(303201.8729217117, 2773049.4107475234)",312.010989010989,False,True,False,False,False,True,True,True
16151,105,N,100000,54.0,25.0513195,121.5673455,套,1,1851.8518518518522,3,"(307244.64610369294, 2771581.8348334576)",194.87610619469027,False,True,False,False,False,True,True,True
16152,111,N,68000,80.07,25.1148432,121.52943619999999,套,3,849.2569002123143,2,"(303391.9952884595, 2778602.604628841)",305.9861111111111,False,True,False,False,False,True,True,True
16153,105,N,23000,12.0,25.049937,121.574354,套,7,1916.666666666667,3,"(307952.46260211617, 2771431.6840572036)",84.8051282051282,False,True,False,False,False,True,True,False
16154,111,N,6000,5.0,25.093887,121.527557,套,2,1200.0,3,"(303211.5485389187, 2776280.6200121483)",230.90697674418604,False,True,True,False,False,False,False,False
16155,234,N,5200,5.0,24.995425,121.52631699999999,套,5,1040.0,2,"(303128.8863167664, 2765373.940115482)",121.36363636363636,False,False,True,False,False,False,False,False
16156,220,N,6500,6.0,25.0069409,121.468547,套,4,1083.3333333333333,2,"(297292.8157807563, 2766628.096015211)",192.75,False,False,True,False,True,False,False,False
16157,221,Y,12000,20.0,25.0713623,121.6624503,套,1,600.0,2,"(316830.0171036698, 2773845.5351570975)",139.9142857142857,True,False,False,False,False,False,False,False
16158,105,N,50000,25.0,25.0504165,121.5606544,套,1,2000.0,3,"(306569.92061730585, 2771478.9990010425)",222.55686274509804,False,True,False,False,False,True,True,True
16159,115,Y,55000,74.0,25.059468399999997,121.6139976,套,4,743.2432432432432,3,"(311947.8160920884, 2772505.010870863)",374.625,True,False,False,False,False,False,False,False
16160,220,Y,25000,40.28,25.0312089,121.46546699999999,套,11,620.6554121151936,3,"(296972.6957072991, 2769315.056659083)",235.05882352941177,True,False,False,False,True,False,False,False
16161,114,N,38000,34.45,25.0831686,121.5805662,套,12,1103.0478955007256,3,"(308563.4861907838, 2775115.3061068123)",139.02272727272728,False,True,False,False,False,False,True,False
16162,104,N,100000,58.43,25.082059899999997,121.5538389,套,8,1711.4495978093446,3,"(305867.8695650656, 2774981.1841052864)",398.1458333333333,False,True,False,False,False,False,True,False
16163,220,N,8500,5.0,25.008481200000002,121.4528489,套,3,1700.0,3,"(295707.73546362296, 2766793.320142453)",96.475,False,False,True,False,True,False,False,False
16164,111,Y,30000,41.55,25.125141,121.53131,套,3,722.0216606498195,2,"(303576.47527900455, 2779744.0000644443)",204.3125,True,False,False,False,False,False,False,False
16165,251,N,7600,6.0,25.1745824,121.4385496,套,3,1266.6666666666667,2,"(294204.71583359066, 2785186.817305691)",173.19148936170214,False,False,True,False,True,False,False,False
16166,108,N,36000,33.59,25.042819,121.502784,套,8,1071.7475439118784,3,"(300733.8324869728, 2770614.514651452)",214.0503597122302,False,True,False,False,False,True,True,True
16167,106,N,99999,64.39,25.0256076,121.54938759999999,套,12,1553.0206553812704,3,"(305444.23181551235, 2768726.3616529224)",362.9012345679012,False,True,False,False,False,True,True,True
16168,104,Y,40000,37.22,25.0492646,121.5199916,套,3,1074.69102632993,3,"(302467.46664502035, 2771335.024735896)",257.58479532163744,True,True,False,False,True,True,True,True
16169,100,N,12500,8.0,25.015335,121.530599,套,5,1562.5,3,"(303552.50620429614, 2767580.955183654)",174.0,False,True,False,False,False,True,True,True
16170,242,N,7800,6.0,25.045554,121.459443,套,4,1300.0,3,"(296359.38150026323, 2770901.9109477242)",158.65,False,False,True,False,False,False,False,False
